rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
488,8240904,K01070.01,Kepler-266 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.61836309,2.529e-05,-2.529e-05,360.36694,0.00263,-0.00263,2455193.367,0.00263,-0.00263,0.0,0.043,0.387,-0.043,3.6813,0.0788,-0.0788,549.1,19.2,-19.2,0.0211,0.000735,-0.000478,1.19117,0.03842,-0.4096,LS+MCMC,2.98,0.49,-0.66,0.0678,89.82,1066.0,304.65,134.51,-128.1,14.024,0.452,-0.452,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2286,0.4641,q1_q17_dr25_koi,5.377145,27.650803,31.5,3,168.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.8273,Mandel and Agol (2002 ApJ 580 171),008/008240/008240904/dv/kplr008240904-20160209194854_dvr.pdf,008/008240/008240904/dv/kplr008240904-001-20160209194854_dvs.pdf,5529.0,83.0,-66.0,4.19,0.186,-0.108,0.16,0.15,-0.1,1.294,0.214,-0.285,0.947,0.067,-0.044,q1_q17_dr25_stellar,294.48438,44.166908,15.59,16.153,15.533,15.348,15.269,14.3,13.907,13.811,0.021,19.632305,1.4e-05,44.1667,0.00015,0.5,0.54,-0.77,0.54,-0.00027,0.0003,0.00043,0.00031,0.18,0.17,0.06,0.22,0.19,0.17,0.24,0.16,0.05,0.22,0.25,0.16
8322,11763910,K07477.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,1,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_RESOLVED_OFFSET,0.612888148,4.563e-06,-4.563e-06,131.96372,0.00693,-0.00693,2454964.964,0.00693,-0.00693,0.0,0.534,0.007,-0.505,2.822,0.238,-0.238,43.1,3.4,-3.4,0.006237,0.00011,-0.000522,0.20491,0.08399,-0.06103,LS+MCMC,0.93,0.31,-0.15,0.0154,70.46,2796.0,14401.76,13652.09,-5836.12,1.596,0.654,-0.654,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3169,0.2751,q1_q17_dr25_koi,4.172865,12.09475,15.9,1,2195.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9452,Mandel and Agol (2002 ApJ 580 171),011/011763/011763910/dv/kplr011763910-20160209194854_dvr.pdf,011/011763/011763910/dv/kplr011763910-001-20160209194854_dvs.pdf,6720.0,161.0,-261.0,4.276,0.087,-0.203,-0.08,0.25,-0.35,1.368,0.453,-0.226,1.294,0.2,-0.2,q1_q17_dr25_stellar,292.29239,49.955441,13.725,13.997,13.661,13.601,13.599,12.774,12.578,12.539,0.0,19.486095,2.3e-05,49.95636,0.00032,-2.23,0.81,3.3,1.1,3.1e-05,1.7e-05,-0.000108,2.4e-05,-1.23,0.15,2.87,0.17,3.12,0.17,-1.45,0.15,2.67,0.17,3.04,0.17
322,10485069,K01171.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,1,q1_q17_dr25_sup_koi,LPP_DV_TOO_HIGH---LPP_ALT_TOO_HIGH---DV_SIG_PRI_OVER_FRED_TOO_LOW---ALT_SIG_PRI_OVER_FRED_TOO_LOW---PARENT_IS_010485137-pri,0.445277068,1.434e-06,-1.434e-06,133.52312,0.00252,-0.00252,2454966.523,0.00252,-0.00252,0.0,1.2962,0.1082,-0.259,3.539,0.276,-0.276,186.7,7.8,-7.8,0.307625,0.225714,-0.122487,0.21525,0.05002,-0.10749,MCMC,35.74,14.08,-3.49,0.012,8.59,2562.0,10177.11,11671.33,-2940.16,1.312,0.305,-0.305,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2976,0.3388,q1_q17_dr24_koi,8.986247,7.8959365,28.9,1,1197.0,1.0,q1_q17_dr24_tce,11111101110111011000000000000000,,Mandel and Agol (2002 ApJ 580 171),010/010485/010485069/dv/kplr010485069-20141002224145_dvr.pdf,010/010485/010485069/dv/kplr010485069-001-20141002224145_dvs.pdf,6167.0,156.0,-205.0,4.444,0.045,-0.264,0.07,0.15,-0.35,1.064,0.419,-0.104,1.149,0.206,-0.165,stellar_q1_q16,297.10349,47.64357,15.343,15.782,15.278,15.155,15.077,14.222,13.938,13.814,0.891,19.8069,0.0001,47.6437,0.0011,0.0,3.7,0.6,4.0,2e-05,0.00013,-3e-05,0.00014,-1.33,0.59,1.17,0.67,1.77,0.59,-1.37,0.61,1.17,0.58,1.8,0.6
5867,5110423,K01777.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_KIC_POS,2.685223546,1.339e-06,-1.339e-06,133.731821,0.00041,-0.00041,2454966.732,0.00041,-0.00041,0.0,1.28,0.186,-0.18,4.0632,0.0228,-0.0228,5494.6,27.6,-27.6,0.369077,0.177565,-0.165389,0.05657,0.0084,-0.00591,LS+MCMC,28.98,5.52,-1.98,0.0349,62.63,1111.0,360.92,220.28,-82.73,2.783,0.413,-0.413,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,37.53389,302.2032,238.7,1,386.0,1.0,q1_q17_dr25_tce,01111011101110111000000000000000,0.3574,Mandel and Agol (2002 ApJ 580 171),005/005110/005110423/dv/kplr005110423-20160209194854_dvr.pdf,005/005110/005110423/dv/kplr005110423-001-20160209194854_dvs.pdf,5552.0,180.0,-163.0,4.62,0.038,-0.12,-0.54,0.3,-0.3,0.719,0.137,-0.049,0.786,0.081,-0.073,q1_q17_dr25_stellar,294.83679,40.265598,15.828,16.436,15.801,15.568,15.446,14.461,14.072,13.952,0.0,19.6557494,9.1e-07,40.2661955,9.1e-06,-1.479,0.038,2.144,0.033,0.012,0.029,-0.014,0.038,-2.2,0.092,2.76,0.16,3.53,0.16,-1.153,0.067,1.889,0.07,2.213,0.069
669,6837146,K01362.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,20.51360192,8.345e-05,-8.345e-05,357.49424,0.0031,-0.0031,2455190.494,0.0031,-0.0031,0.0,0.703,0.017,-0.52,3.4769,0.0947,-0.0947,1174.1,41.1,-41.1,0.033497,0.005477,-0.002532,1.79135,2.66891,-0.16187,LS+MCMC,2.58,0.36,-0.23,0.1323,88.82,540.0,20.15,9.98,-5.61,34.2,17.0,-17.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,q1_q17_dr25_koi,6.527793,27.987392,32.3,1,58.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.0216,Mandel and Agol (2002 ApJ 580 171),006/006837/006837146/dv/kplr006837146-20160209194854_dvr.pdf,006/006837/006837146/dv/kplr006837146-001-20160209194854_dvs.pdf,5310.0,185.0,-185.0,4.608,0.045,-0.078,-0.5,0.3,-0.3,0.704,0.1,-0.062,0.733,0.088,-0.059,q1_q17_dr25_stellar,281.60541,42.390419,15.406,16.027,15.352,15.14,14.98,13.962,13.538,13.447,0.0,18.7736253,6.2e-06,42.390551,6.3e-05,-2.71,0.25,0.47,0.23,-0.00057,0.00031,0.00059,0.00031,3.98,0.91,-1.93,0.19,4.42,0.82,-0.08,0.2,0.12,0.26,0.14,0.29
1537,7877496,K00202.01,Kepler-412 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---PLANET_OCCULT_DV---HAS_SEC_TCE,1.72086129,7.1e-08,-7.1e-08,133.0209998,3.4e-05,-3.4e-05,2454966.021,3.4e-05,-3.4e-05,0.0,0.725,0.005,-0.005,2.0243,0.00533,-0.00533,10184.0,8.1,-8.1,0.099872,0.00022,-0.000223,1.02994,0.02234,-0.02496,LS+MCMC,13.25,0.85,-1.05,0.0287,82.35,1647.0,1743.61,394.07,-379.62,5.443,0.118,-0.118,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2514,0.4282,q1_q17_dr25_koi,108.06677,1733.5951,1654.9,1,773.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6104,Mandel and Agol (2002 ApJ 580 171),007/007877/007877496/dv/kplr007877496-20160209194854_dvr.pdf,007/007877/007877496/dv/kplr007877496-001-20160209194854_dvs.pdf,5742.0,115.0,-115.0,4.297,0.055,-0.045,0.26,0.15,-0.15,1.215,0.078,-0.096,1.068,0.07,-0.078,q1_q17_dr25_stellar,286.11032,43.680962,14.309,14.727,14.24,14.13,14.077,13.19,12.932,12.837,0.0,19.07402114,1.6e-07,43.6809744,2e-06,-0.0334,0.0064,0.0517,0.0073,-0.00159,0.00025,-0.00387,0.00034,0.061,0.068,0.156,0.069,0.167,0.069,0.001,0.068,0.045,0.068,0.045,0.068
8052,9540450,K07187.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_ALT---HAS_SEC_TCE---CENT_NOFITS,1.077358008,1.89e-07,-1.89e-07,131.600551,0.000138,-0.000138,2454964.601,0.000138,-0.000138,0.0,0.619,0.014,-0.01,3.6713,0.0092,-0.0092,311050.0,653.0,-653.0,0.607972,0.005822,-0.007941,0.69569,0.02524,-0.01069,LS+MCMC,70.64,22.44,-12.08,0.0208,79.79,1925.0,3242.53,3570.72,-1500.5,3.495,0.127,-0.127,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2889,0.3511,q1_q17_dr25_koi,2006.7306,19132.963,537.4,1,0.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),009/009540/009540450/dv/kplr009540450-20160209194854_dvr.pdf,009/009540/009540450/dv/kplr009540450-001-20160209194854_dvs.pdf,6100.0,298.0,-364.0,4.397,0.112,-0.208,-0.1,0.3,-0.3,1.064,0.338,-0.182,1.029,0.177,-0.145,q1_q17_dr25_stellar,297.09329,46.132381,14.146,14.54,13.952,13.977,13.846,12.891,12.551,12.503,,,,,,,,,,,,,,-0.071,0.068,-0.43,0.074,0.435,0.074,0.032,0.068,-0.104,0.067,0.109,0.068
7927,5092799,K06516.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,28.24753303,,,136.0869137,,,2454969.087,,,,,,,13.2,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,q1_q17_dr24_koi,3.0700622,7.11301,,2,42.0,2.0,q1_q17_dr24_tce,11111111111111000000000000000,,,005/005092/005092799/dv/kplr005092799-20141002224145_dvr.pdf,005/005092/005092799/dv/kplr005092799-002-20141002224145_dvs.pdf,,,,,,,,,,,,,,,,,289.84402,40.262741,15.929,16.698,15.895,15.6,15.423,14.357,13.863,13.712,0.049,19.322975,4.6e-05,40.26311,0.00048,1.6,1.9,1.3,1.7,-0.0003,0.00034,-0.00032,0.00031,2.22,0.94,0.06,0.95,2.22,0.94,2.23,0.95,-0.13,0.93,2.23,0.95
2956,3848275,K02995.01,Kepler-1403 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.987,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.19492747,2.784e-05,-2.784e-05,131.62458,0.00432,-0.00432,2454964.625,0.00432,-0.00432,0.0,0.093,0.376,-0.093,3.167,0.132,-0.132,272.9,19.3,-19.3,0.015196,0.000844,-0.00054,1.43034,0.20896,-0.55927,LS+MCMC,2.03,0.66,-0.26,0.064,89.58,1238.0,554.37,533.78,-195.42,12.68,1.9,-1.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3155,0.3031,q1_q17_dr25_koi,3.515903,13.476465,16.5,1,251.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.5079,Mandel and Agol (2002 ApJ 580 171),003/003848/003848275/dv/kplr003848275-20160209194854_dvr.pdf,003/003848/003848275/dv/kplr003848275-001-20160209194854_dvs.pdf,6415.0,177.0,-243.0,4.374,0.065,-0.208,0.21,0.2,-0.35,1.224,0.4,-0.16,1.293,0.163,-0.182,q1_q17_dr25_stellar,290.86771,38.960121,15.598,16.022,15.545,15.416,15.375,14.559,14.245,14.201,0.108,19.391151,2.3e-05,38.96014,0.00026,-1.22,0.96,0.07,0.93,0.00036,0.00025,-5e-05,0.00025,0.07,0.26,0.52,0.28,0.52,0.28,-0.04,0.24,0.43,0.28,0.43,0.28
6689,8677186,K05559.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,586.63177,0.01421,-0.01421,227.5013,0.0195,-0.0195,2455060.501,0.0195,-0.0195,0.0,0.0345,0.425,-0.0345,7.299,0.65,-0.65,199.9,29.5,-29.5,0.012636,0.001128,-0.001059,13.18974,3.59703,-12.95325,MCMC,1.18,0.85,-0.13,1.2669,89.95,189.0,0.3,0.73,-0.08,621.0,169.0,-169.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.195,0.5104,q1_q16_koi,,,8.4,1,,1.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),008/008677/008677186/dv/kplr008677186-20130815195353_dvr.pdf,008/008677/008677186/dv/kplr008677186-001-20130826182306_dvs.pdf,5228.0,175.0,-136.0,4.471,0.093,-0.497,-0.06,0.32,-0.26,0.854,0.616,-0.094,0.787,0.143,-0.06,stellar_q1_q16,286.38165,44.879082,13.416,14.063,13.353,13.139,13.031,12.073,11.639,11.541,0.002,19.092191,4.7e-05,44.87952,0.00053,3.1,1.8,1.6,1.9,-0.00065,0.00038,-0.00033,0.0004,-1.2,0.8,0.73,0.8,1.41,0.8,-1.24,0.8,0.64,0.8,1.4,0.8
1047,4828341,K01496.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,36.12895451,4.407e-05,-4.407e-05,388.551318,0.000813,-0.000813,2455221.551,0.000813,-0.000813,0.0,1.474,70.28,-1.154,2.2348,0.0442,-0.0442,3758.6,68.8,-68.8,0.539433,73.01382,-1.143204,2.41926,676.60736,-2.04683,LS+MCMC,53.72,15.67,-6.71,0.2085,88.47,546.0,21.05,18.4,-7.11,55.1,27.5,-27.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2965,0.3342,q1_q17_dr25_koi,14.932971,61.747883,66.3,1,33.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.4074,Mandel and Agol (2002 ApJ 580 171),004/004828/004828341/dv/kplr004828341-20160209194854_dvr.pdf,004/004828/004828341/dv/kplr004828341-001-20160209194854_dvs.pdf,5921.0,175.0,-211.0,4.484,0.065,-0.195,-0.3,0.3,-0.3,0.912,0.266,-0.114,0.923,0.117,-0.105,q1_q17_dr25_stellar,289.60678,39.938332,15.6,16.116,15.558,15.378,15.277,14.366,13.978,13.819,0.24,19.3071129,5.4e-06,39.93822,6.2e-05,-0.21,0.22,-0.4,0.22,0.0009,0.0011,0.0001,0.0013,0.026,0.084,-0.05,0.12,0.06,0.11,-0.05,0.097,-0.14,0.11,0.14,0.11
8861,12367017,K07529.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,1.222127938,4.18e-07,-4.18e-07,131.81559,0.000287,-0.000287,2454964.816,0.000287,-0.000287,0.0,1.258,0.645,-0.199,2.2613,0.0148,-0.0148,2486.5,13.6,-13.6,0.319159,0.636785,-0.183471,0.11395,0.11414,-0.01623,LS+MCMC,30.32,4.43,-3.52,0.0208,52.79,1470.0,1107.41,548.37,-331.78,2.08,0.694,-0.694,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,21.05611,136.53409,200.9,1,1091.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9016,Mandel and Agol (2002 ApJ 580 171),012/012367/012367017/dv/kplr012367017-20160209194854_dvr.pdf,012/012367/012367017/dv/kplr012367017-001-20160209194854_dvs.pdf,5157.0,170.0,-139.0,4.465,0.108,-0.144,0.08,0.25,-0.25,0.87,0.127,-0.101,0.806,0.096,-0.064,q1_q17_dr25_stellar,296.23392,51.141869,14.73,15.467,14.666,14.414,14.281,13.293,12.809,12.779,0.0,19.7491321,3e-06,51.145434,3.1e-05,6.91,0.1,12.83,0.11,-0.00602,0.0001,-0.01168,0.00012,3.68,0.24,6.96,0.32,7.87,0.34,3.79,0.24,6.99,0.31,7.96,0.33
1145,4950232,K01753.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.001,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,0.979442525,2.255e-06,-2.255e-06,132.42297,0.00202,-0.00202,2454965.423,0.00202,-0.00202,0.0,0.388,0.084,-0.388,1.0348,0.0521,-0.0521,469.3,22.2,-22.2,0.020166,0.00045,-0.001043,6.35369,3.05234,-1.48826,LS+MCMC,1.64,0.31,-0.13,0.0181,86.76,1567.0,1420.01,873.27,-378.48,6.86,3.3,-3.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2665,0.398,q1_q17_dr25_koi,4.4168143,21.955296,27.0,1,1158.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.0202,Mandel and Agol (2002 ApJ 580 171),004/004950/004950232/dv/kplr004950232-20160209194854_dvr.pdf,004/004950/004950232/dv/kplr004950232-001-20160209194854_dvs.pdf,5532.0,193.0,-193.0,4.607,0.04,-0.12,-0.4,0.3,-0.3,0.745,0.139,-0.06,0.833,0.079,-0.097,q1_q17_dr25_stellar,298.14053,40.073872,15.747,16.35,15.701,15.489,15.35,14.391,13.958,13.94,0.0,19.8768068,7.6e-06,40.07489,0.0001,31.88,0.31,3.68,0.37,-0.01375,0.00014,-0.00295,0.00016,,,,,,,,,,,,
4448,6437226,K04531.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,372.62637,0.02684,-0.02684,307.8836,0.0505,-0.0505,2455140.884,0.0505,-0.0505,0.0,0.5353,0.0665,-0.4137,18.52,2.4,-2.4,542.0,73.4,-73.4,0.021943,0.001348,-0.001907,0.32615,0.85116,-0.31386,MCMC,2.38,1.0,-0.21,1.0472,89.95,258.0,1.05,1.31,-0.29,133.8,58.2,-58.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3617,q1_q16_koi,,,11.9,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,6014.0,154.0,-212.0,4.486,0.04,-0.299,0.07,0.17,-0.31,0.993,0.419,-0.087,1.101,0.199,-0.147,stellar_q1_q16,289.94693,41.802818,15.412,15.912,15.351,15.197,15.125,14.23,13.892,13.722,,,,,,,,,,,,,,,,,,,,,,,,,
7256,9899315,K04181.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,164.689421,0.003776,-0.003776,287.2483,0.0147,-0.0147,2455120.248,0.0147,-0.0147,0.0,0.5312,0.0524,-0.4692,1.847,0.592,-0.592,521.0,136.0,-136.0,0.021587,0.002851,-0.003556,146.54901,232.83092,-144.81921,MCMC,2.24,0.82,-0.21,0.594,89.95,340.0,3.15,3.33,-0.88,595.0,236.0,-236.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2949,0.3368,q1_q16_koi,,,4.6,2,,2.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),009/009899/009899315/dv/kplr009899315-20130815195353_dvr.pdf,009/009899/009899315/dv/kplr009899315-002-20130826182306_dvs.pdf,6089.0,153.0,-198.0,4.495,0.044,-0.272,-0.18,0.24,-0.3,0.95,0.347,-0.088,1.031,0.132,-0.132,stellar_q1_q16,295.19983,46.731731,15.377,15.847,15.333,15.175,15.108,14.174,13.813,13.729,0.228,19.679976,3.4e-05,46.73136,0.00037,-0.5,1.3,-1.3,1.3,0.0004,0.0014,0.0014,0.0016,-2.1,1.6,-0.55,0.95,2.2,1.8,-2.2,1.7,-0.56,0.46,2.2,1.7
5355,4544620,K03915.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,2.189090653,4.373e-06,-4.373e-06,132.08535,0.00181,-0.00181,2454965.085,0.00181,-0.00181,0.0,1.238,1.492,-0.058,5.2094,0.086,-0.086,1027.1,15.8,-15.8,0.274077,1.485446,-0.055909,0.0155,0.08837,-0.00154,LS+MCMC,23.25,3.96,-1.97,0.0314,38.28,1185.0,466.32,250.44,-119.84,1.578,0.75,-0.75,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2434,0.4341,q1_q17_dr25_koi,4.1470833,26.96102,78.3,1,599.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.9503,Mandel and Agol (2002 ApJ 580 171),004/004544/004544620/dv/kplr004544620-20160209194854_dvr.pdf,004/004544/004544620/dv/kplr004544620-001-20160209194854_dvs.pdf,5401.0,159.0,-159.0,4.593,0.037,-0.112,-0.16,0.3,-0.3,0.777,0.132,-0.066,0.871,0.07,-0.104,q1_q17_dr25_stellar,285.89816,39.672218,15.875,16.505,15.829,15.605,15.501,14.567,14.126,14.035,0.0,19.0598445,9.6e-06,39.67193,0.0001,-1.39,0.4,-1.04,0.37,-6e-05,0.00019,0.00072,0.00019,-1.24,0.56,-0.63,0.17,1.39,0.5,-4.29,0.3,1.42,0.29,4.52,0.35
7462,11341164,K06238.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,197.05431574,,,266.1346771,,,2455099.135,,,,,,,6.38,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,3.0,q1_q16_tce,,,,011/011341/011341164/dv/kplr011341164-20130815195353_dvr.pdf,011/011341/011341164/dv/kplr011341164-003-20130826182306_dvs.pdf,,,,,,,,,,,,,,,,,286.72897,49.154945,12.366,12.536,12.292,12.292,,11.512,11.353,11.283,0.0,19.11524,2.3e-05,49.15454,0.00023,-0.85,0.8,-1.44,0.82,0.00017,0.00016,0.0003,0.00017,-0.23,0.67,-0.24,0.6,0.33,0.63,-0.26,0.65,-0.33,0.62,0.42,0.63
8062,10407047,K07321.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,PLANET_IN_STAR---CENT_FEW_DIFFS---HALO_GHOST---EPHEM_MATCH,0.93374699,7.388e-06,-7.388e-06,131.52406,0.00725,-0.00725,2454964.524,0.00725,-0.00725,0.0,1.167,0.125,-0.181,6.168,0.409,-0.409,172.1,8.6,-8.6,0.180609,0.122793,-0.16271,0.03661,0.01258,-0.01271,LS+MCMC,103.98,43.11,-43.12,0.0209,11.45,3442.0,33070.3,40521.06,-22909.5,1.191,0.409,-0.409,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1727,0.5491,q1_q17_dr25_koi,4.3600903,10.400062,25.5,1,762.0,1.0,q1_q17_dr25_tce,01100110011001100000000000000000,0.9307,Mandel and Agol (2002 ApJ 580 171),010/010407/010407047/dv/kplr010407047-20160209194854_dvr.pdf,010/010407/010407047/dv/kplr010407047-001-20160209194854_dvs.pdf,4909.0,132.0,-132.0,3.136,0.402,-0.268,-0.04,0.25,-0.25,5.272,2.186,-2.186,1.386,0.242,-0.363,q1_q17_dr25_stellar,292.77695,47.539391,13.327,14.183,13.248,12.96,12.686,11.561,11.001,10.88,0.0,19.5184165,9.9e-06,47.53953,0.0001,-1.73,0.36,0.49,0.37,0.000105,2.2e-05,-3.9e-05,2.3e-05,0.15,0.4,0.73,0.76,0.74,0.8,0.15,0.48,0.88,0.79,0.89,0.84
